titulo,tipo,lugar,distrito,fecha_inicio,fecha_fin,url
Un mundo de cuentos,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Ana María Matute (Carabanchel),CARABANCHEL,martes 6 de mayo de 2025,martes 6 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-mundo-de-cuentos/?vgnextfmt=default&vgnextoid=971796d505336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Desafíos globales que definirán nuestro futuro: la UE en la encrucijada,CONFERENCIAS Y COLOQUIOS,Centro Cultural Zazuar (Villa de Vallecas),Sin distrito,martes 6 de mayo de 2025,martes 6 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Desafios-globales-que-definiran-nuestro-futuro-la-UE-en-la-encrucijada/?vgnextfmt=default&vgnextoid=50232ce8b3086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),SAN BLAS-CANILLEJAS,miércoles 7 de mayo de 2025,miércoles 7 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=2c4e528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Cuentos en la granja',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Eugenio Trías,RETIRO,miércoles 7 de mayo de 2025,miércoles 7 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-en-la-granja-/?vgnextfmt=default&vgnextoid=a6c3528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Miau, miau","CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Gloria Fuertes (Barajas),BARAJAS,miércoles 7 de mayo de 2025,miércoles 7 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Miau-miau/?vgnextfmt=default&vgnextoid=40b052aee7336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Viaje al centro del laberinto,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal San Blas (San Blas-Canillejas),SAN BLAS-CANILLEJAS,miércoles 7 de mayo de 2025,miércoles 7 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Viaje-al-centro-del-laberinto/?vgnextfmt=default&vgnextoid=d3fc468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Maratón de cuentos y festival de las culturas europeas,"CINE ACTIVIDADES AUDIOVISUALES, 
            
            CONFERENCIAS Y COLOQUIOS",Biblioteca Pública Municipal Iván de Vargas (Centro),CENTRO,miércoles 7 de mayo de 2025,miércoles 7 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Maraton-de-cuentos-y-festival-de-las-culturas-europeas/?vgnextfmt=default&vgnextoid=96d1d04603d66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Jugamos por Europa,CURSOS Y TALLERES,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),SAN BLAS-CANILLEJAS,jueves 8 de mayo de 2025,jueves 8 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jugamos-por-Europa/?vgnextfmt=default&vgnextoid=adad0e8c6b266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¿Jugamos con Europa...?,CURSOS Y TALLERES,Biblioteca Pública Municipal La Chata (Carabanchel),CARABANCHEL,jueves 8 de mayo de 2025,jueves 8 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jugamos-con-Europa-/?vgnextfmt=default&vgnextoid=3248d04603d66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
En el bosque,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),PUENTE DE VALLECAS,jueves 8 de mayo de 2025,jueves 8 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/En-el-bosque/?vgnextfmt=default&vgnextoid=acfe468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Si las nubes fueran de algodón',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),VILLA DE VALLECAS,jueves 8 de mayo de 2025,jueves 8 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Si-las-nubes-fueran-de-algodon-/?vgnextfmt=default&vgnextoid=31f3528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Vicálvaro,VICALVARO,jueves 8 de mayo de 2025,jueves 8 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=baceaa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentos de animalitos y animalotes,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Benito Pérez Galdós (Centro),CENTRO,jueves 8 de mayo de 2025,jueves 8 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-de-animalitos-y-animalotes/?vgnextfmt=default&vgnextoid=14ed468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Un día de la Prehistoria,Sin tipo,Centro Sociocultural Tetuán,TETUAN,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-dia-de-la-Prehistoria/?vgnextfmt=default&vgnextoid=964d826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro en familia,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            ACTIVIDADES CALLE, ARTE URBANO, 
            
            DANZA Y BAILE, 
            
            ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            ACTIVIDADES DEPORTIVAS, 
            
            CINE ACTIVIDADES AUDIOVISUALES, 
            
            CURSOS Y TALLERES, 
            
            MÚSICA, 
            
            TEATRO PERFOMANCE, 
            
            EXCURSIONES ITINERARIOS VISITAS, 
            
            EXPOSICIONES, 
            
            CONFERENCIAS Y COLOQUIOS, 
            
            CONGRESOS Y JORNADAS",Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-en-familia/?vgnextfmt=default&vgnextoid=42accbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Oliverio Satisfecho, el mago",CIRCO MAGIA,Centro Sociocultural Francisco Fatou (Villa de Vallecas),VILLA DE VALLECAS,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho-el-mago/?vgnextfmt=default&vgnextoid=2118b89a0b766910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¿Hay alguien más aburrido que yo?,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),CIUDAD LINEAL,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Hay-alguien-mas-aburrido-que-yo-/?vgnextfmt=default&vgnextoid=3495dd4357a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A la mar salada,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),CIUDAD LINEAL,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-la-mar-salada/?vgnextfmt=default&vgnextoid=366f468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller castizo,"FIESTAS DE  SAN ISIDRO, 
            
            CURSOS Y TALLERES, 
            
            MADRID DESTINO",Centro Sociocultural Blasco Ibáñez (Carabanchel),CARABANCHEL,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-castizo/?vgnextfmt=default&vgnextoid=1cfa4bcad6b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Espectáculo infantil musical: ""AÚPA LERE, percusión para crecer""",MÚSICA,Centro Sociocultural Valle Inclán (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-infantil-musical-AUPA-LERE-percusion-para-crecer-/?vgnextfmt=default&vgnextoid=68f42d8dae976910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Concierto pedagógico,MÚSICA,Centro Cultural Federico Chueca (Hortaleza),HORTALEZA,viernes 9 de mayo de 2025,viernes 9 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-pedagogico/?vgnextfmt=default&vgnextoid=4872047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Manoviva - Girovago & Rondella (Italia),"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO",Teatro Municipal de Títeres,RETIRO,sábado 10 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Manoviva-Girovago-Rondella-Italia-/?vgnextfmt=default&vgnextoid=5c60ab4f96f85910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Asalto a la lectura. Animales grandes,"RECITALES, PRESENTACIONES Y ACTOS LITERARIOS, 
            
            CURSOS Y TALLERES",Centro Cultural Clara del Rey - Museo ABC (Centro),CENTRO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Asalto-a-la-lectura-Animales-grandes/?vgnextfmt=default&vgnextoid=820e5f0dcc336910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuento: Maxi, el petirrojo sensible de la Dehesa de la Villa","CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro de Información y Educación Ambiental de Dehesa de la Villa,MONCLOA-ARAVACA,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuento-Maxi-el-petirrojo-sensible-de-la-Dehesa-de-la-Villa/?vgnextfmt=default&vgnextoid=7718a9e609756910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Érase casi una vez,TEATRO PERFOMANCE,Centro Cultural Orcasur (Usera),USERA,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Erase-casi-una-vez/?vgnextfmt=default&vgnextoid=eaa003a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La edad de hielo,TEATRO PERFOMANCE,Centro Sociocultural San Fermín (Usera),USERA,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-edad-de-hielo/?vgnextfmt=default&vgnextoid=486303a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Be Kind Remind: Taller infantil de creación audiovisual y archivo,"CURSOS Y TALLERES, 
            
            EXPOSICIONES",Cineteca Madrid,ARGANZUELA,sábado 10 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Be-Kind-Remind-Taller-infantil-de-creacion-audiovisual-y-archivo/?vgnextfmt=default&vgnextoid=fc307ad544266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Maga,TEATRO PERFOMANCE,Centro Cultural Mercado de Ibiza (Retiro),RETIRO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Maga/?vgnextfmt=default&vgnextoid=b7d50865ba666910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El flautista de Hamelín,"ACTIVIDADES CALLE, ARTE URBANO",Parque de Amós Acero,PUENTE DE VALLECAS,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-flautista-de-Hamelin/?vgnextfmt=default&vgnextoid=f8691dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The cook and the king,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Iván de Vargas (Centro),CENTRO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=5b9faa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El baúl del Abuelo,Sin tipo,Centro Cultural El Plantío (Moncloa - Aravaca),MONCLOA-ARAVACA,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-baul-del-Abuelo/?vgnextfmt=default&vgnextoid=e72675ea42c76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"CICLO BEBÉS. Teatro Tyl Tyl, presenta “Tylito”","CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Cultural Príncipe de Asturias (Ciudad Lineal),CIUDAD LINEAL,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CICLO-BEBES-Teatro-Tyl-Tyl-presenta-Tylito/?vgnextfmt=default&vgnextoid=d3ed2d8dae976910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. Nando Caneca, presenta “UCO, un paisano diferente”",TEATRO PERFOMANCE,Auditorio Carmen Laforet (Ciudad Lineal),CIUDAD LINEAL,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Nando-Caneca-presenta-UCO-un-paisano-diferente/?vgnextfmt=default&vgnextoid=10a9d5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos - La Flor más Bonita del Mundo,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-La-Flor-mas-Bonita-del-Mundo/?vgnextfmt=default&vgnextoid=8a47525b65b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Magia familiar: Magia de risa,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            CIRCO MAGIA",Centro Sociocultural Rafael de León (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Magia-familiar-Magia-de-risa/?vgnextfmt=default&vgnextoid=efe465783d9d3910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos en inglés:A world of magic,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Alfredo Kraus (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles-A-world-of-magic/?vgnextfmt=default&vgnextoid=a4ea9822df145910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Monstruo marino,Sin tipo,Centro Cultural el Torito (Moratalaz),MORATALAZ,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Monstruo-marino/?vgnextfmt=default&vgnextoid=9ec11f8dd5186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Concierto familiar: ""Loli Pop Rock""","DANZA Y BAILE, 
            
            MÚSICA",Centro Cultural La Vaguada (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-familiar-Loli-Pop-Rock-/?vgnextfmt=default&vgnextoid=94b890ec79b45910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller 'Insectos y otros pequeños habitantes de La Cabaña',"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Aula ambiental La Cabaña del Retiro,RETIRO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Insectos-y-otros-pequenos-habitantes-de-La-Cabana-/?vgnextfmt=default&vgnextoid=d010df9f4b586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de teatro infantil,"DANZA Y BAILE, 
            
            CURSOS Y TALLERES, 
            
            TEATRO PERFOMANCE",Centro Cultural Carril del Conde (Hortaleza),HORTALEZA,sábado 10 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-teatro-infantil/?vgnextfmt=default&vgnextoid=eea4daef40686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de magia infantil,"CIRCO MAGIA, 
            
            CURSOS Y TALLERES, 
            
            TEATRO PERFOMANCE",Centro Cultural Hortaleza,HORTALEZA,sábado 10 de mayo de 2025,sábado 31 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-magia-infantil/?vgnextfmt=default&vgnextoid=e05e6a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mi mundo,TEATRO PERFOMANCE,Parque Alfredo Kraus,HORTALEZA,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-mundo/?vgnextfmt=default&vgnextoid=3a456a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Triguiñuelas Folk, presenta “El pañuelo de la abuela”.",Sin tipo,Centro Cultural Valdebernardo (Vicálvaro),VICALVARO,sábado 10 de mayo de 2025,sábado 10 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Triguinuelas-Folk-presenta-El-panuelo-de-la-abuela-/?vgnextfmt=default&vgnextoid=8df26a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Salvajes,CINE ACTIVIDADES AUDIOVISUALES,Centro Cultural Buero Vallejo (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Salvajes/?vgnextfmt=default&vgnextoid=912adedac5936910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Aventuras de piratas,"FIESTAS DE  SAN ISIDRO, 
            
            TEATRO PERFOMANCE, 
            
            MADRID DESTINO",Centro Cultural Ciudad Pegaso (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Aventuras-de-piratas/?vgnextfmt=default&vgnextoid=3c9744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Orcobblu,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Meseta de Orcasitas (Usera),USERA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Orcobblu/?vgnextfmt=default&vgnextoid=d6ac03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Crea tus propios imanes para celebrar el Día Mundial de las aves Migratorias,CURSOS Y TALLERES,Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Crea-tus-propios-imanes-para-celebrar-el-Dia-Mundial-de-las-aves-Migratorias/?vgnextfmt=default&vgnextoid=2473cbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Leo y la música,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MÚSICA",Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),PUENTE DE VALLECAS,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Leo-y-la-musica/?vgnextfmt=default&vgnextoid=84fb1dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentos con amor por un mundo mejor,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Ángel González (Latina),LATINA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-con-amor-por-un-mundo-mejor/?vgnextfmt=default&vgnextoid=0d40468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El dragón Nabú,Sin tipo,Auditorio Joaquín Rosado (Moncloa-Aravaca),MONCLOA-ARAVACA,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-dragon-Nabu/?vgnextfmt=default&vgnextoid=dc9c2ce8b3086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro Familiar - Texturas,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-Familiar-Texturas/?vgnextfmt=default&vgnextoid=8e29fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Espectáculo con magia, malabares y clown: ""Emi Mc-Clown, el payaso más mago y el mago más payaso""",CIRCO MAGIA,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-con-magia-malabares-y-clown-Emi-Mc-Clown-el-payaso-mas-mago-y-el-mago-mas-payaso-/?vgnextfmt=default&vgnextoid=ec7e3af1ecc66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres Infantiles,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,domingo 11 de mayo de 2025,domingo 18 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-Infantiles/?vgnextfmt=default&vgnextoid=7ad352544dd2f810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La troupe del circo,"ACTIVIDADES CALLE, ARTE URBANO",Sin lugar,Sin distrito,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-troupe-del-circo/?vgnextfmt=default&vgnextoid=b09d02ca7c186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mestre Fufo,"CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Centro Cultural Fernando Lázaro Carreter (Carabanchel),CARABANCHEL,domingo 11 de mayo de 2025,domingo 11 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mestre-Fufo/?vgnextfmt=default&vgnextoid=ced9d865b7c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
