titulo,url,tipo,fechas,lugar
'A la mar salada',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-A-la-mar-salada-/?vgnextfmt=default&vgnextoid=2c307647da5f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Martes 13 de mayo de 2025,Biblioteca Pública Municipal Huerta de la Salud (Hortaleza). HORTALEZA
Cine infantil en la Biblioteca María Lejárraga: 'Antz',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Antz-/?vgnextfmt=default&vgnextoid=897e969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Martes 13 de mayo de 2025,Biblioteca Pública Municipal María Lejárraga (Hortaleza). HORTALEZA
"'1. 2, 3, dedos, manos y pies'",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-1-2-3-dedos-manos-y-pies-/?vgnextfmt=default&vgnextoid=ea14528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Martes 13 de mayo de 2025,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín). CHAMARTIN
Visita externa,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Visita-externa/?vgnextfmt=default&vgnextoid=1707a3f71f766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES, 
            
            EXCURSIONES ITINERARIOS VISITAS",Martes 13 de mayo de 2025,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
Do It Yourself: Especial San Isidro,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Do-It-Yourself-Especial-San-Isidro/?vgnextfmt=default&vgnextoid=d5dcd15c0bfe4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas). SAN BLAS-CANILLEJAS
'Cuentos en la granja',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Cuentos-en-la-granja-/?vgnextfmt=default&vgnextoid=952744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal Aluche (Latina). LATINA
The cook and the king,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=8e02aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal Francisco Ayala (Vicálvaro). VICALVARO
'Viri Virom',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Viri-Virom-/?vgnextfmt=default&vgnextoid=6884528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo). FUENCARRAL-EL PARDO
"'No soy yo, eres tú' de Raquel Galán",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-No-soy-yo-eres-tu-de-Raquel-Galan/?vgnextfmt=default&vgnextoid=6096ebf1b3386910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Miércoles 14 de mayo de 2025,Biblioteca Pública Municipal San Blas (San Blas-Canillejas). SAN BLAS-CANILLEJAS
Cuando los hombres tengan alas - La Malette. (Francia/Uruguay),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuando-los-hombres-tengan-alas-La-Malette-Francia-Uruguay-/?vgnextfmt=default&vgnextoid=5ebabf4aebf85910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Jueves 15 de mayo de 2025,Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
San Isidro en Barajas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-Barajas/?vgnextfmt=default&vgnextoid=f0414bcad6b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS DE  SAN ISIDRO, 
            
            DANZA Y BAILE, 
            
            MÚSICA, 
            
            MADRID DESTINO",Jueves 15 de mayo de 2025,Centro Cultural - Centro Socio Cultural Villa de Barajas. BARAJAS
Actividades infantiles de San Isidro,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-de-San-Isidro/?vgnextfmt=default&vgnextoid=d53c4e4bcdb76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,FIESTAS DE  SAN ISIDRO,Jueves 15 de mayo de 2025,Auditorio de la Plaza de Chamberí - Templete
"Gymkana (hinchables, talleres infantiles y juegos) en la explanada de la Junta Municipal del Distrito",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Gymkana-hinchables-talleres-infantiles-y-juegos-en-la-explanada-de-la-Junta-Municipal-del-Distrito/?vgnextfmt=default&vgnextoid=93a20234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS DE  SAN ISIDRO, 
            
            MADRID DESTINO",Jueves 15 de mayo de 2025,Sin lugar
"Womagis, el mago de las palabras",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Womagis-el-mago-de-las-palabras/?vgnextfmt=default&vgnextoid=e3976a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"MÚSICA, 
            
            TEATRO PERFOMANCE",Jueves 15 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
Nos hacemos mayores... o no?,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Nos-hacemos-mayores-o-no-/?vgnextfmt=default&vgnextoid=cc376a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Jueves 15 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
Actividades Infantiles,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Infantiles/?vgnextfmt=default&vgnextoid=c6fc1364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Jueves 15 de mayo de 2025,Auditorio de la Plaza de Chamberí - Templete
Mi amiga madrileña,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-amiga-madrilena/?vgnextfmt=default&vgnextoid=23dd826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Viernes 16 de mayo de 2025,Centro Sociocultural Tetuán. TETUAN
El viaje de Cervantes,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-viaje-de-Cervantes/?vgnextfmt=default&vgnextoid=ebe1826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Viernes 16 de mayo de 2025,Centro Cultural Eduardo Úrculo (Tetuán). TETUAN
Conmemoración San Isidro: Concierto Piano de coplas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Conmemoracion-San-Isidro-Concierto-Piano-de-coplas/?vgnextfmt=default&vgnextoid=38a89822df145910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CONMEMORACIONES Y HOMENAJES, 
            
            MÚSICA, 
            
            TEATRO PERFOMANCE",Viernes 16 de mayo de 2025,Centro Cultural Alfredo Kraus (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
Dabadabadá,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dabadabada/?vgnextfmt=default&vgnextoid=5392047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Viernes 16 de mayo de 2025,Centro Cultural Federico Chueca (Hortaleza). HORTALEZA
La magia existe,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-magia-existe/?vgnextfmt=default&vgnextoid=775e4e4bcdb76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Viernes 16 de mayo de 2025,Centro Sociocultural Santa Petronila (Villaverde). VILLAVERDE
Al abordaje piratas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Al-abordaje-piratas/?vgnextfmt=default&vgnextoid=da256267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 17 de mayo de 2025,Sin lugar
Pum pum al cerro voy,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pum-pum-al-cerro-voy/?vgnextfmt=default&vgnextoid=bc8103a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 17 de mayo de 2025,Centro Cultural Orcasur (Usera). USERA
Un regalo muy especial,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-regalo-muy-especial/?vgnextfmt=default&vgnextoid=5a791dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ACTIVIDADES CALLE, ARTE URBANO",Sábado 17 de mayo de 2025,Parque de Amós Acero. PUENTE DE VALLECAS
Partida de rol: Cthulhu en la biblioteca,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=60df9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Sábado 17 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro). CENTRO
¿Qué hemos hecho en Madrid?,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Que-hemos-hecho-en-Madrid-/?vgnextfmt=default&vgnextoid=f3c8cd0e24b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Sábado 17 de mayo de 2025,Parque Santa Eugenia. VILLA DE VALLECAS
Menuda magia,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menuda-magia/?vgnextfmt=default&vgnextoid=7f3bd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 17 de mayo de 2025,Centro Cultural Julio Cortázar (Moncloa - Aravaca). MONCLOA-ARAVACA
"INFANTIL. La compañía Arte Fusión Títeres, presenta “En un lugar de la granja”",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-La-compania-Arte-Fusion-Titeres-presenta-En-un-lugar-de-la-granja/?vgnextfmt=default&vgnextoid=8e1ad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 17 de mayo de 2025,Auditorio Carmen Laforet (Ciudad Lineal). CIUDAD LINEAL
Cerditos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cerditos/?vgnextfmt=default&vgnextoid=6f2cd5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Sábado 17 de mayo de 2025,Centro Cultural El Plantío (Moncloa - Aravaca). MONCLOA-ARAVACA
"Pluma, guitarra y papel - Los duendes (Comunidad Valenciana)",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pluma-guitarra-y-papel-Los-duendes-Comunidad-Valenciana-/?vgnextfmt=default&vgnextoid=3992177c89395910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS","Del sábado 17 de mayo de 2025
al domingo 18 de mayo de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
Taller de Chotis,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-Chotis/?vgnextfmt=default&vgnextoid=17a70234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS DE  SAN ISIDRO, 
            
            DANZA Y BAILE, 
            
            MÚSICA, 
            
            MADRID DESTINO",Sábado 17 de mayo de 2025,Centro Cultural Meseta de Orcasitas (Usera). USERA
"Babe, el Cerdito valiente",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Babe-el-Cerdito-valiente/?vgnextfmt=default&vgnextoid=f8ae826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CINE ACTIVIDADES AUDIOVISUALES,Sábado 17 de mayo de 2025,Centro Sociocultural Tetuán. TETUAN
Zumikids en la Granja,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Zumikids-en-la-Granja/?vgnextfmt=default&vgnextoid=dac46a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"MÚSICA, 
            
            TEATRO PERFOMANCE",Sábado 17 de mayo de 2025,Parque Alfredo Kraus. HORTALEZA
Como perros y gatos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Como-perros-y-gatos/?vgnextfmt=default&vgnextoid=375f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Domingo 18 de mayo de 2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas). SAN BLAS-CANILLEJAS
La cebra Camila,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-cebra-Camila/?vgnextfmt=default&vgnextoid=f4c453aa37d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 18 de mayo de 2025,Centro Cultural José Luis López Vázquez (San Blas - Canillejas). SAN BLAS-CANILLEJAS
¡Experimentos locos con el Agua!,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Experimentos-locos-con-el-Agua-/?vgnextfmt=default&vgnextoid=a813826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Domingo 18 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera). USERA
PequeRitmo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/PequeRitmo/?vgnextfmt=default&vgnextoid=8fa3826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Domingo 18 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera). USERA
La pequeña Yak y el elefante curioso,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-pequena-Yak-y-el-elefante-curioso/?vgnextfmt=default&vgnextoid=dab744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 18 de mayo de 2025,Biblioteca Pública Municipal San Fermín (Usera). USERA
Mi amiga madrileña,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-amiga-madrilena/?vgnextfmt=default&vgnextoid=113c1dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 18 de mayo de 2025,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas). PUENTE DE VALLECAS
"La sorpresa del oso Andrés, con arte fusión títeres",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-sorpresa-del-oso-Andres-con-arte-fusion-titeres/?vgnextfmt=default&vgnextoid=d0a486fcda866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Domingo 18 de mayo de 2025,Centro Sociocultural Oporto (Carabanchel). CARABANCHEL
Zarzuela ‘Antología de la Zarzuela Madrileña’ en Pista deportiva calle Evangelios 4,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Zarzuela-Antologia-de-la-Zarzuela-Madrilena-en-Pista-deportiva-calle-Evangelios-4/?vgnextfmt=default&vgnextoid=1c030234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS DE  SAN ISIDRO, 
            
            DANZA Y BAILE, 
            
            MÚSICA, 
            
            MADRID DESTINO",Domingo 18 de mayo de 2025,Sin lugar
Caperucita roja,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Caperucita-roja/?vgnextfmt=default&vgnextoid=5bed02ca7c186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ACTIVIDADES CALLE, ARTE URBANO",Domingo 18 de mayo de 2025,Sin lugar
Storytimes,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Storytimes/?vgnextfmt=default&vgnextoid=aff2234abc586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 18 de mayo de 2025,Centro Cultural Carril del Conde (Hortaleza). HORTALEZA
'Las emociones de Gastón: estoy feliz',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Las-emociones-de-Gaston-estoy-feliz-/?vgnextfmt=default&vgnextoid=1d2e51d1bf586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Domingo 18 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro). CENTRO
El payaso musical,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-payaso-musical/?vgnextfmt=default&vgnextoid=75d194b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 18 de mayo de 2025,Centro Cultural Hortaleza. HORTALEZA
3º Festival de Artes Escénicas para la primera infancia. Espuma de mar,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/3-Festival-de-Artes-Escenicas-para-la-primera-infancia-Espuma-de-mar/?vgnextfmt=default&vgnextoid=a084e7802e416910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Domingo 18 de mayo de 2025,Centro Cultural Sanchinarro (Hortaleza). HORTALEZA
Zumikids,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Zumikids/?vgnextfmt=default&vgnextoid=9b6f7665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,MÚSICA,Domingo 18 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
Rutas guiadas por el Parque Forestal de Valdebebas. Mayo 2025,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=9fa91364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Domingo 18 de mayo de 2025,Parque Forestal de Valdebebas-Felipe VI. HORTALEZA
'Con mis manitas',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Con-mis-manitas-/?vgnextfmt=default&vgnextoid=72d4528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Lunes 19 de mayo de 2025,Biblioteca Pública Municipal Mario Vargas Llosa (Centro). CENTRO
Talleres infantiles CC Buenavista,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-infantiles-CC-Buenavista/?vgnextfmt=default&vgnextoid=7566fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,EXPOSICIONES,"Del lunes 19 de mayo de 2025
al viernes 30 de mayo de 2025",Centro Cultural Buenavista (Salamanca). SALAMANCA
'Con mis manitas',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Con-mis-manitas-/?vgnextfmt=default&vgnextoid=68f4528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Miércoles 21 de mayo de 2025,Biblioteca Pública Municipal Gloria Fuertes (Barajas). BARAJAS
The cook and the king,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=f603aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Miércoles 21 de mayo de 2025,Biblioteca Pública Municipal David Gistau (Salamanca). SALAMANCA
La tortuga de Darwin. IEM- CSIC,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-tortuga-de-Darwin-IEM-CSIC/?vgnextfmt=default&vgnextoid=84636a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Miércoles 21 de mayo de 2025,Centro Cultural Valdebernardo (Vicálvaro). VICALVARO
'Había una vez una iguana',/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=af15528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Jueves 22 de mayo de 2025,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán). TETUAN
A taste of the moon,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=edd0528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Jueves 22 de mayo de 2025,Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal). CIUDAD LINEAL
Historia de Piratas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Historia-de-Piratas/?vgnextfmt=default&vgnextoid=2ffe826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Viernes 23 de mayo de 2025,Centro Sociocultural Tetuán. TETUAN
Teatro en familia,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-en-familia/?vgnextfmt=default&vgnextoid=328ecbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CURSOS Y TALLERES,Viernes 23 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera). USERA
Acercándonos al circo: taller iniciación al circo,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Acercandonos-al-circo-taller-iniciacion-al-circo/?vgnextfmt=default&vgnextoid=e33fde091cb66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CIRCO MAGIA, 
            
            CURSOS Y TALLERES",Viernes 23 de mayo de 2025,Centro Sociocultural Blasco Ibáñez (Carabanchel). CARABANCHEL
The far West,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-far-West/?vgnextfmt=default&vgnextoid=5b8354e4ac5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Viernes 23 de mayo de 2025,Biblioteca Pública Municipal San Blas (San Blas-Canillejas). SAN BLAS-CANILLEJAS
Las aventuras del circo de los sueños,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-aventuras-del-circo-de-los-suenos/?vgnextfmt=default&vgnextoid=d7e9cd0e24b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Viernes 23 de mayo de 2025,Sin lugar
Humor a la cara,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Humor-a-la-cara/?vgnextfmt=default&vgnextoid=e4e3d673f4756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CIRCO MAGIA,Viernes 23 de mayo de 2025,Centro Cultural la Elipa (Ciudad Lineal). CIUDAD LINEAL
"Cuentacuentos: ""Buscando tesoros""",/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Buscando-tesoros-/?vgnextfmt=default&vgnextoid=f4b323aaeab76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Viernes 23 de mayo de 2025,Centro Sociocultural Valverde (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
Talleres Juvenil-Adultos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-Juvenil-Adultos/?vgnextfmt=default&vgnextoid=8f7152544dd2f810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Viernes 23 de mayo de 2025,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo). FUENCARRAL-EL PARDO
