título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_actividad
Cuentos en escena,Paseo Federico García Lorca,No especificada,No especificada,No especificada,viernes,a las 18:30 horas,Viernes 25 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-en-escena/?vgnextfmt=default&vgnextoid=677491df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Fiesta Holi y discoteca con DJ,Explanada del Ensanche de Vallecas,No especificada,No especificada,No especificada,viernes,a las 19 horas,Viernes 25 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiesta-Holi-y-discoteca-con-DJ/?vgnextfmt=default&vgnextoid=505591df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Diseño de pulseras y broches,"En este taller, los niños y las niñas podrán realizar sus propios dise- ños de abalorios (de diferentes ta- maños, colores y formas) con hilos elásticos o alambres para ensartar las cuentas y cierres o broches para asegurar las pulseras.",de diferentes ta- maños,No especificada,No especificada,viernes,a las 17:30 horas,Viernes 25 de abril de 2025,Auditorio Municipal Las Trece Rosas,"CALLE MONTE DE MONTJUICH, 7 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Diseno-de-pulseras-y-broches/?vgnextfmt=default&vgnextoid=489291df59426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro Infantil 'En el mundo de los cuentos',Sin descripción,de 0 a 9 años,No especificada,No especificada,viernes,a las 17 horas,Viernes 25 de abril de 2025,Auditorio al aire libre. Parque Aluche,"CALLE ILLESCAS, 149 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Feria-del-Libro-Distrito-Latina-2025/?vgnextfmt=default&vgnextoid=93e9fd655814e810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-Infantil-En-el-mundo-de-los-cuentos-/?vgnextfmt=default&vgnextoid=0d606267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Menu2,CÍA. EL CIRCÓDROMO,No especificada,No especificada,No especificada,viernes,a las 18 horas,Viernes 25 de abril de 2025,Centro Cultural la Elipa (Ciudad Lineal),"CALLE SANTA FELICIDAD, 39 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-La-Elipa-Abril-2025/?vgnextfmt=default&vgnextoid=0a52d742b13b5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menu2/?vgnextfmt=default&vgnextoid=ad6b41a557266910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El fantasma de la pera,﻿,a partir de 3 años,No especificada,No especificada,viernes,a las 18 horas,Viernes 25 de abril de 2025,Centro Cultural San Juan Bautista (Ciudad Lineal),"CALLE SAN NEMESIO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-San-Juan-Bautista-Abril-2025/?vgnextfmt=default&vgnextoid=691d66159c2e5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-de-la-pera/?vgnextfmt=default&vgnextoid=26f141a557266910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The Gipsy Marionettist - Rašid Nikolić (Italia),"Las cuerdas se estiran y surgen sonrisas mientras cada marioneta, tallada a mano e inspirada por miembros de mi familia, crea una atmósfera y una imagen diferentes. Las relaciones familiares se resuelven y se desenredan, cuerda a cuerda, durante una historia simbólica y divertida, un atrevido viaje desde la antigua Yugoslavia en tiempos de guerra hasta Italia. Un esqueleto manoseador y fogoso, un tigre dulce y voraz, una misteriosa bailarina oriental del vientre y mucho más.",a partir de 5 años,No especificada,No especificada,"sábado, domingo",A las 12:30 horas,Del sábado 26 de abril de 2025 al domingo 27 de abril de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-Gipsy-Marionettist-Rasid-Nikolic-Italia-/?vgnextfmt=default&vgnextoid=178dd6fdb90d4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Yo, Quevedo con perdón",Cía. Escarramán Teatro.,No especificada,No especificada,No especificada,sábado,a las 19 horas,Sábado 26 de abril de 2025,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),"AVENIDA SEPTIMA, 11 28022 MADRID",Gratuito,No especificado,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Yo-Quevedo-con-perdon/?vgnextfmt=default&vgnextoid=88bfc2df0a3a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Habichuela Isabela,Cía. Trastapillada Teatro.,No especificada,No especificada,No especificada,sábado,a las 19 horas,Sábado 26 de abril de 2025,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),"CALLE FEBRERO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Jose-Luis-Lopez-Vazquez/?vgnextfmt=default&vgnextoid=445a70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Habichuela-Isabela/?vgnextfmt=default&vgnextoid=ba9689cfb18a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Gran Juego de Verdi,Teatro Infantil,de 3 a 9 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural Casa de Vacas (Retiro),"PASEO COLOMBIA, 1 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Gran-Juego-de-Verdi/?vgnextfmt=default&vgnextoid=c5d2fe74dd7b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"CINE: ""Klaus""",Sin descripción,a partir de 7 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural el Torito (Moratalaz),"AVENIDA MORATALAZ, 130 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-abril-de-2025/?vgnextfmt=default&vgnextoid=bcf3bc8ef28c5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CINE-Klaus-/?vgnextfmt=default&vgnextoid=cea6db7ff8cc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Los animales, unos grandes maestros",,Recomendada para niñas y niños a partir de cuatro años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural Julio Cortázar (Moncloa - Aravaca),"CALLE ANTONIO MACHADO, 20 28035 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Los-animales-unos-grandes-maestros/?vgnextfmt=default&vgnextoid=5fc0cd938a2d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La verbena hechizada,"Una bruja ha realizado un hechizo para que los madrileños no puedan ir a la verbena. Hará falta la ayuda del público para resolver una serie de acertijos y adivinanzas. Guiados por Lamparilla y Chinchorro, envueltos en la magia de la zarzuela, tratarán de deshacer el hechizo. ¿Lo lograrán?¿Podrán al fin festejar la verbena?",No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 26 de abril de 2025,Centro Sociocultural Maestro Alonso (Salamanca),"CALLE MAESTRO ALONSO, 6 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Maestro-Alonso/?vgnextfmt=default&vgnextoid=5f030288d2d0c710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-verbena-hechizada/?vgnextfmt=default&vgnextoid=ec624fb3807d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos:""Surcando mares, buscando cuentos""",A cargo de Cuentacris.,a partir de 4 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),"CALLE ISLA DE ONS, 14 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Rafael-de-Leon-Fuencarral-El-Pardo-Abril-2025/?vgnextfmt=default&vgnextoid=4e073f0a0119c810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Surcando-mares-buscando-cuentos-/?vgnextfmt=default&vgnextoid=4fe5692abe6a4910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Ronda de libros,"Este trimestre los participantes harán una excursión por la selva en la que encontrarán muchos animales y con algún personaje literario conocido, iremos por la ciudad y entraremos en las casas de los protagonistas de los cuentos y finalmente haremos un divertido viaje por un mar de colores explorando la flora y la fauna de tan enigmático lugar.",de 1 a 3 años,Inscripciones.,No especificada,sábado,11:30 horas,"Sábados 26 de abril, 10 de mayo y 7 de junio 2025.",Casa del Lector,"PASEO CHOPERA, 14 28045 MADRID",No especificado,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ronda-de-libros/?vgnextfmt=default&vgnextoid=d2398cdcd77d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"CONMEMORACIÓN DÍA DEL LIBRO. Teatro de títeres: ""Pinocho corazón de madera"" basada en la obra de Carlo Collodi",Cía. Okarino Trapisonda.,público familiar desde 3 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Sociocultural Montecarmelo (Fuencarral - El Pardo),"Carretera M-607 Km 13 L-10, null MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Montecarmelo-Fuencarral-El-Pardo-Abril-2025/?vgnextfmt=default&vgnextoid=a2fea399e519c810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/CONMEMORACION-DIA-DEL-LIBRO-Teatro-de-titeres-Pinocho-corazon-de-madera-basada-en-la-obra-de-Carlo-Collodi/?vgnextfmt=default&vgnextoid=090f8b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Pájaro y flor en abril, buscan su amor",Talleres Gente Menuda,No especificada,No especificada,No especificada,sábado,11:00 horas,Sábado 26 de abril de 2025,Centro Cultural Clara del Rey - Museo ABC (Centro),"CALLE AMANIEL, 29 28015 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pajaro-y-flor-en-abril-buscan-su-amor/?vgnextfmt=default&vgnextoid=92ea21d4febe5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Día del libro en Centro,¡Rodorín vuelve al Museo ABC!,No especificada,No especificada,No especificada,sábado,a las 17 horas,Sábado 26 de abril de 2025,Centro Cultural Clara del Rey - Museo ABC (Centro),"CALLE AMANIEL, 29 28015 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dia-del-libro-en-Centro/?vgnextfmt=default&vgnextoid=edc08033b11f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Una colmena de cuentos,DÍA DEL LIBRO,a partir de 4 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Sociocultural Rosario de Acuña (Latina),"CALLE MARIA DEL CARMEN, 65 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Rosario-de-Acuna/?vgnextfmt=default&vgnextoid=97a7b1a5e9470610VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-colmena-de-cuentos/?vgnextfmt=default&vgnextoid=0ffde296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Tatira Teatro, presenta “Los cuidadores de las letras”","Los cuidadores de las letras son personajes de un submundo imaginario, viven fuera de la ciudad en una casa enorme y en su habitación más especial inventan palabras, cuidan las que están desgastadas y encuentran las que se han perdido. Su labor es muy importante porque sin ellas las letras y por tanto las palabras podrían desaparecer.",a partir de 4 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural el Madroño (Vicálvaro),"CALLE VILLARDONDIEGO, 36 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Dia-Internacional-del-libro-en-Vicalvaro/?vgnextfmt=default&vgnextoid=46af5b230f5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tatira-Teatro-presenta-Los-cuidadores-de-las-letras/?vgnextfmt=default&vgnextoid=51445b230f5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Martín y la música,Compañía Payasuras.,No especificada,No especificada,No especificada,sábado,a las 17 horas,Sábado 26 de abril de 2025,Parque Alfredo Kraus,"CALLE MAR ADRIATICO, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Martin-y-la-musica/?vgnextfmt=default&vgnextoid=91037665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El mundo mágico de los libros,DÍA DEL LIBRO,a partir de 3 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural Miguel Hernández (Latina),"CALLE SERRADILLA, 13 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Miguel-Hernandez/?vgnextfmt=default&vgnextoid=9018d9fbe3c7f510VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-mundo-magico-de-los-libros/?vgnextfmt=default&vgnextoid=0ddbe296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El tesoro del dragón,"En una gruta, en las montañas, un dragón guarda un tesoro muy especial. Todos los caballeros lo quieren y van a por él. Sin embargo, vuelven chamuscados. El rey Clodoveo no puede tolerar que el orgullo del reino se arrastre por una alimaña. Entonces toma una importante decisión. Pero no todos están de acuerdo; nada es lo que parece.",a partir de 5 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-la-Junta-Municipal-de-Distrito-de-Usera/?vgnextfmt=default&vgnextoid=683d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-tesoro-del-dragon/?vgnextfmt=default&vgnextoid=859f60ffbe2b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Marcelo, el marciano",DÍA DEL LIBRO,a partir de 3 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural José Luis Sampedro (Latina),"CALLE CASTROSERNA, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Jose-Luis-Sampedro/?vgnextfmt=default&vgnextoid=044239c8e2993510VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Marcelo-el-marciano/?vgnextfmt=default&vgnextoid=92f9e296f5dc5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller Teatralizado de Cuentacuentos - Cuentos Maravillosos de Andersen,Sin descripción,de 3 a 8 años,No especificada,No especificada,sábado,a las 18 horas,Sábado 26 de abril de 2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Teatralizado-de-Cuentacuentos-Cuentos-Maravillosos-de-Andersen/?vgnextfmt=default&vgnextoid=38680ad4cdcc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos con pictogramas: ""El enano saltarín""",A cargo de Elena Sánchez Jiménez.,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural La Vaguada (Fuencarral - El Pardo),"AVENIDA MONFORTE DE LEMOS, 38 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-La-Vaguada-Fuencarral-El-Pardo-Abril-2025/?vgnextfmt=default&vgnextoid=af18053b37d22910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-con-pictogramas-El-enano-saltarin-/?vgnextfmt=default&vgnextoid=f39a8b56808d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Títeres al aire libre: Qui y Jote en la isla de los tesoros,COMPAÑÍA MARIMBA MARIONETAS.,No especificada,No especificada,No especificada,sábado,a las 11 horas,Sábado 26 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/IV-Feria-del-libro-de-Arganzuela-2025/?vgnextfmt=default&vgnextoid=8ccf469921be5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-al-aire-libre-Qui-y-Jote-en-la-isla-de-los-tesoros/?vgnextfmt=default&vgnextoid=21b24d66491f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Mario, el musical","Unos manitas de poca monta quieren demostrar su valía. Por accidente, mientras arreglan una fuga de agua en la ciudad, se cuelan por una tubería y aparecen en un mundo fantástico. ¡Acompáñalos en esta gran aventura repleta de princesas, criaturas mágicas y monstruos!",No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural Orcasur (Usera),"PLAZA PUEBLO, 2 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Orcasur/?vgnextfmt=default&vgnextoid=8e7d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mario-el-musical/?vgnextfmt=default&vgnextoid=b65a91db103b5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Subida a la Bola del mundo,Sin descripción,No especificada,No especificada,No especificada,sábado,a las 9 horas,Sábado 26 de abril de 2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Subida-a-la-Bola-del-mundo/?vgnextfmt=default&vgnextoid=60b2e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La estrella y la Luna,Compañía Cuántica Producciones.,de 0 a 4 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Centro Cultural Lavapiés (Centro),"CALLE OLIVAR, 46 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Lavapies/?vgnextfmt=default&vgnextoid=06dec9f1b5902910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-estrella-y-la-Luna/?vgnextfmt=default&vgnextoid=f3fb5f5f0dbe5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Concierto de música coral,Concierto de música coral. Orfeón de Vicálvaro San Gregorio Magno,No especificada,No especificada,No especificada,sábado,a las 20:30 horas,Sábado 26 de abril de 2025,Parroquia San Valentín y San Casimiro,"CALLE VILLAJIMENA, 75 28032 MADRID",Gratuito,No especificado,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-de-musica-coral/?vgnextfmt=default&vgnextoid=1455252e8aff5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Tito el bromista,Parque de Santa Eugenia,No especificada,No especificada,No especificada,sábado,a las 11 horas,Sábado 26 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tito-el-bromista/?vgnextfmt=default&vgnextoid=d44ba1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La princesa china y el dragón,Paseo Federico García Lorca,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 26 de abril de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fiestas-de-la-primavera-de-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=a4736a9776426910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-princesa-china-y-el-dragon/?vgnextfmt=default&vgnextoid=528ca1b80d426910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
